Mouse_ID,HI,Sex,infection_status,predicted_weight_loss,IFNy,CXCR3,IL.6,IL.13,IL1RN,CASP1,CXCL9,IDO1,IRGM1,MPO,MUC2,MUC5AC,MYD88,NCR1,PRF1,RETNLB,SOCS1,TICAM1,TNF,hybrid_category,group,UMAP1,UMAP2
AA0684,0.9130434783,F,FALSE,10.216863080846,-17.2482404746105,-20.905438191585,-15.8415253233796,-13.6827278053931,-12.7708163595476,-17.8481861736888,-15.5371564411675,-14.0973206808918,-14.6424187383229,-14.2698960630648,-15.4705133165732,-14.6108331277626,-19.7104805921091,-17.4725625133809,-13.0775275351839,-18.3721838232017,-13.8270871789631,-19.2446268666486,-19.0470851184227,M.m.musculus,F_FALSE,-1.439964752286326,2.1959491135327704
AA0685,0.9444444444,M,TRUE,7.02708400399182,-16.0680030016087,-17.9863943756127,-18.9293558787749,-14.6175588242477,-14.8618620917967,-15.915535579272,-16.5294512908108,-16.6391534315146,-17.257383564618902,-16.1591305559723,-16.1730451447446,-15.7781405587987,-17.9302244135605,-18.166271128276,-17.286779328432,-18.3263702931715,-16.5459923776255,-16.8414698317845,-17.3286049266888,M.m.musculus,M_TRUE,-0.6523431912035933,2.2580807552271667
AA0686,0.9444444444,M,TRUE,8.14756963435105,-13.7127309320188,-18.2694864977197,-18.6483391333131,-14.2431990160383,-15.0755278686208,-20.9662905035562,-19.6819311232806,-16.9798406323309,-18.0479402727432,-16.6036564706017,-18.2751453535488,-17.1004408616775,-18.9717129443286,-14.2871346184114,-15.475913352352,-18.0515817074579,-17.8062073893637,-20.1285431325918,-18.748175522823,M.m.musculus,M_TRUE,-0.863221285341019,-1.2618524443246946
AA0687,0.8260869565,F,TRUE,6.85408629598975,-22.0480418076211,-19.2377941924004,-18.7830442276973,-14.2930637235417,-16.5477906532154,-17.0584209686669,-22.540232394606,-20.5317905560474,-17.8796395078696,-16.8298001016517,-17.9051796057497,-16.8886222947741,-25.8792011068382,-16.6619642367407,-15.4548164170507,-17.2417194370789,-17.4264066431493,-20.1724753517748,-21.4755578258598,Hybrid,F_TRUE,-1.3132966879362824,-1.2057921780272105
AA0688,0.8888888889,M,TRUE,7.00220020492791,-23.9765684079841,-20.4178408327462,-16.3295854914888,-14.9885302346921,-18.1352815468131,-16.7584246729469,-27.0245020510062,-26.5116032119279,-17.7410202452663,-17.4251442737678,-18.4159140665275,-17.4657083137853,-22.4543579369933,-16.3292032050477,-23.1191643818748,-18.474279240894,-17.2065273479958,-25.6816233293033,-24.4518528636141,Hybrid,M_TRUE,-0.9237415406960161,-2.114493691168999
AA0689,0.6875,M,TRUE,11.3707909058856,-14.8131230321133,-14.110744770457,-15.1362796341924,-15.1906682651264,-18.8072051048972,-20.3452392562206,-12.7188215678063,-15.8508424634477,-18.3955464699408,-17.8585742469504,-17.4374934643939,-18.878494171339,-16.9693623285536,-14.6873926444973,-11.6182275905189,-15.1788946926324,-18.777274433964,-13.6360747674908,-13.9078913560638,Hybrid,M_TRUE,-0.1428090892167581,1.2539707571855123
AA0690,0.7647058824,M,FALSE,8.43499259390578,-18.6773925529652,-16.4022160718925,-22.5904608102768,-11.8592889369337,-18.8452784438683,-17.7853867344206,-15.421737563693,-20.0257154397798,-13.9654742733155,-15.494186286076,-13.3848714148108,-13.5466963873646,-18.0252108228243,-14.876518010751001,-13.8096239165483,-14.3395192353915,-13.677385377933,-17.08944495256,-16.1828071673311,Hybrid,M_FALSE,-0.4562205596095628,3.018878592577551
AA0691,0.8421052632,F,FALSE,7.46693317387095,-15.4857051627936,-16.7304724706037,-20.5118754714669,-14.0785886503532,-12.3438019087132,-18.2133005744027,-23.4712806518165,-13.0184520684745,-15.7910518347564,-14.0482124264885,-15.3129082985575,-14.7158049915504,-22.1861121017589,-17.43175792962,-15.3184747553853,-17.9342493346517,-14.3603905442915,-22.8168374777334,-18.7992399805455,Hybrid,F_FALSE,-1.8484779321860094,2.495249646183592
AA0692,0.9444444444,M,FALSE,6.61670270899676,-15.9593157439662,-17.2210822632985,-15.2463920672791,-16.2466038027774,-14.4865653854319,-16.3393990018787,-18.6328769655121,-15.4372672149768,-18.5464552241521,-16.0058724975808,-17.7556397849451,-16.5590850290613,-17.0049394642418,-22.4761115339827,-24.6327936978819,-16.2990337837867,-18.0315359869028,-16.4508834823453,-22.4682035045955,M.m.musculus,M_FALSE,0.3709267590823108,-0.028327020573080897
AA0693,0.8260869565,F,TRUE,11.6677607061867,-14.303206341841,-20.3320475867824,-22.2775479115047,-15.5741778722614,-16.847064536685,-21.1866056103362,-18.6050281516374,-17.1308448153696,-20.755653104717,-18.2169173620046,-20.5523485617764,-19.741689035966,-19.083936530511,-14.0410904734559,-18.1714475629277,-19.8759093673241,-20.3401076675814,-16.3341183164335,-20.2361361715064,Hybrid,F_TRUE,-0.6307251580161679,-1.635962100355298
AA0694,0.8888888889,M,TRUE,9.35294838038203,-14.0353712774908,-18.7084760507268,-20.3255574579958,-13.2201301503386,-20.4309381931655,-16.9535157130354,-13.9341976499746,-16.8275628707023,-15.691407908262,-22.1757089370729,-14.6167618384608,-17.948473722461,-17.6569779660704,-17.0088139965022,-14.7859020484635,-18.3721838232017,-13.4659656643997,-16.7038175705112,-14.9286081990524,Hybrid,M_TRUE,-0.34069280507027305,2.2900034805997866
AA0695,0.8571428571,F,TRUE,12.8759972711171,-17.0293051968737,-23.6036145024043,-17.8441072409674,-15.2440284906238,-16.3914829338363,-15.1915536461861,-22.1836174205932,-19.6771135385642,-20.2797081374782,-17.8031629245299,-20.3248250614682,-19.1395608249138,-21.1198463857038,-22.3923735537615,-9.99511300517077,-23.4006106573655,-19.7963282014275,-23.7757256623359,-19.4305922356819,Hybrid,F_TRUE,-1.6242175359766386,-1.849718214321617
AA0696,0.8333333333,M,TRUE,13.731038962398,-17.1608838123915,-23.8500340983289,-17.9317740081806,-15.6872395951779,-16.0407368856444,-21.6342091482367,-15.6900449321095,-18.7231422112653,-20.3110050574248,-17.2587522064212,-19.4913493688866,-18.5443511462934,-18.2732328154986,-20.2876630252091,-15.5911132200123,-20.1467570568497,-21.5625384233151,-15.3767061737479,-16.7708323669836,Hybrid,M_TRUE,0.45129208791261244,-2.0844603263968446
AA0697,0.8888888889,M,FALSE,7.91638861322588,-19.2447105491827,-17.9381348886692,-19.2282987936435,-13.3064698378432,-12.8241860610807,-18.8758792445313,-22.099628620787,-13.5663172510142,-16.4568321921288,-14.2043920939782,-15.4397831805809,-14.6508004599908,-23.875106243115,-18.2683381089294,-15.4306204844633,-20.6026004714256,-15.7087410579621,-22.6136739930943,-18.1613633017075,Hybrid,M_FALSE,-1.6913260326782835,2.475307237795219
AA0698,0.8823529412,M,FALSE,7.93131935373157,-23.6549075474517,-18.9990590883408,-20.7425685363723,-12.2173377940192,-12.6573579817025,-15.3565369343792,-20.3978894461071,-13.7335189922282,-15.0662977226156,-13.5408193747126,-14.5700881233222,-14.0335388120145,-17.6353575795723,-17.7585381385684,-14.6709851617138,-13.9010580317499,-14.7828378083511,-18.1507735198975,-18.4100064459347,Hybrid,M_FALSE,-1.2963250640619712,3.5664943037666776
AA0699,0.8095238095,F,FALSE,7.12709210850578,-20.6773426044111,-21.5344279467956,-19.0511271763296,-11.1623577419074,-12.548082371797,-16.0036014445957,-19.8074018671656,-15.0833527410247,-13.5420145221472,-13.1597328102476,-13.2504293638436,-12.3413182594701,-18.9969733164356,-14.7144496066456,-21.4908662678295,-15.1949390701827,-13.5854654556394,-20.8314212529876,-19.2471000854133,Hybrid,F_FALSE,-1.5292623948625652,3.365710473608663
AA0700,0.8333333333,M,TRUE,14.3048762439367,-19.3254422285683,-26.2761572589321,-15.3500086144745,-17.0425255924029,-16.2672328104315,-19.5759351285087,-15.3091805444214,-17.7098798170215,-19.9783108659264,-18.3378395452954,-20.0541081952756,-18.9016846756369,-19.4830460252176,-16.8345268233526,-21.5675663329473,-20.8276068965842,-20.5762050780088,-26.5026783369395,-18.2399727651036,Hybrid,M_TRUE,-1.0000939296225932,-2.1039071712267665
AA0701,0.7619047619,F,TRUE,9.38976755694365,-21.2513429702477,-23.8500340983289,-16.1238314608744,-18.4358068703856,-18.7782063135525,-19.4570801402275,-21.1746989845339,-19.1980297050957,-23.1615957623027,-20.7298342299812,-20.023477015459,-20.8892917071121,-18.0054326921995,-15.3205772456702,-17.6405083431853,-19.583249482617,-23.3707580000402,-15.9502725925381,-20.009127258676,Hybrid,F_TRUE,-0.18786970510755335,-3.4560942635865857
AA0702,0.7777777778,M,FALSE,9.60217999295878,-17.8302655818602,-19.4842792103364,-21.1639036438064,-14.801615562885,-15.7825662009926,-21.1189518370138,-16.493142383006,-16.0457847946123,-19.2940036477112,-17.2439587924016,-18.365458003927,-18.1870117406836,-17.3902409577202,-13.8542649703201,-15.3426447734327,-14.8220187613206,-18.842405557352,-16.8994461396391,-20.5259804084789,Hybrid,M_FALSE,-0.5943346979160773,-1.349054234020361
AA0703,0.1428571429,M,FALSE,7.39371165908333,-16.4478727661468,-16.7582790536121,-24.3752708091198,-13.445202775337,-12.9085890221767,-17.3436029807452,-21.0642554889814,-12.7652943128941,-16.5291257192228,-13.7419674866187,-15.5660555397319,-14.9092880582264,-21.1707494696336,-16.6872115584743,-15.830072153139,-18.4440692553464,-15.691407908262,-18.4674144940541,-18.4881461361203,Hybrid,M_FALSE,-1.8160576163843174,2.73894726178338
AA0704,0.7391304348,F,FALSE,7.4301591123522,-20.4223138708061,-14.9487854077539,-24.5543823907182,-13.0453251965768,-13.3741129118863,-17.8481861736888,-20.5259804084789,-14.3356891265492,-15.8238203049249,-14.4406127182587,-15.5864206329743,-14.9768235546752,-23.9638415225053,-15.0250413924572,-13.030728651031,-17.2193332223164,-15.2463920672791,-21.8630489366684,-17.3117041236496,Hybrid,F_FALSE,-1.7595314261675445,2.835335640538368
AA0705,0.8888888889,M,FALSE,6.36272412645422,-17.8807028477195,-14.767025416853,-18.1387193781817,-13.123178389678,-12.9498152274729,-17.7853867344206,-17.6102767708275,-13.1512492692502,-16.4359147588104,-14.0292252673824,-14.602296610332,-14.5613831968408,-16.8579969785497,-14.419970999612,-20.6034530417989,-14.1293805330887,-15.7673336028851,-14.994485371918,-16.9903936382248,Hybrid,M_FALSE,-2.4060426326065762,2.560242971612521
AA0706,0.8695652174,F,FALSE,7.7089297279712,-21.8708258886765,-13.2520245698874,-20.3627246693614,-15.375195560256,-18.5924680095081,-22.2931375604438,-14.9624304414746,-20.581922264311,-13.9429956615437,-27.0024928805185,-14.4142570106082,-23.3615214925174,-15.6783747768627,-12.2631499851967,-14.3544979935158,-18.9238963263549,-12.6813720368398,-17.2585161816245,-13.1988839590935,Hybrid,F_FALSE,-0.04039265352445126,2.144123850671325
AA0708,0.2352941176,M,FALSE,6.79041682998334,-20.1707458578883,-16.2715646690445,-19.1304894742459,-13.2681314005566,-14.283980520628,-14.6324218775912,-17.6801383190514,-15.7568123643514,-16.13577172205,-14.0694098296801,-14.4751618003003,-14.6956253891043,-18.0615604345504,-14.9183810517868,-20.0217209211214,-13.4806622797935,-16.4359147588104,-19.1722764225782,-16.5294512908108,Hybrid,M_FALSE,-1.5978404561657589,3.3563876861776483
AA0709,0.1304347826,F,FALSE,7.60363095695636,-20.719972225214,-15.0556140831064,-21.4142474627136,-12.5401398407739,-14.0744048523041,-14.7171284850458,-17.7665006993201,-14.9714232831144,-14.1901178121975,-13.4304127598044,-13.815129425813,-13.6840965141827,-19.8742184946756,-15.7707116903904,-16.2247850204677,-11.8176189560898,-14.0495783516856,-20.9266520767514,-15.6220703959901,Hybrid,F_FALSE,-1.4350523380172142,3.553168560550116
AA0710,0,M,FALSE,7.30565078303751,-21.621090158593,-18.9397254995761,-19.5573893626158,-14.2165967335357,-15.9169263631619,-16.8612618706903,-18.2212560572041,-16.6154958715565,-16.0645874139682,-16.7156968682975,-17.6069373444529,-16.8162228424152,-19.1529048592408,-19.7174051364097,-14.700861557194,-16.1012201394561,-15.5859274858908,-17.8231710368016,-17.9999396558074,M.m.domesticus,M_FALSE,-1.0070981208154992,2.8783061605536644
AA0711,0.05882352941,M,FALSE,7.78165251188434,-18.5686304748484,-17.3305733986662,-22.8916350279942,-12.9489384747215,-12.6260440880236,-12.65383902811,-20.2361361715064,-14.0090412351833,-15.8777240129695,-14.5024776542055,-15.8075342422229,-14.6290113232586,-24.8147184728945,-16.1298229918188,-17.0914776139861,-16.2539370082003,-16.2765368893656,-22.2233612553937,-16.048648856438,M.m.domesticus,M_FALSE,-1.8163805375387374,2.831847590331651
AA0713,0.8695652174,F,FALSE,10.7215745881051,-21.5103131044213,-18.6590743973284,-13.2967928244033,-14.3201295120781,-14.8337792168268,-21.3840900901074,-19.5468781355219,-16.9267631973344,-18.5184660317017,-17.1561894503403,-18.0461615261412,-17.2084944360242,-17.8247374351712,-17.9606005923213,-13.3734299509422,-16.1847431715895,-18.8045038888127,-19.1412926693689,-18.9154970149396,Hybrid,F_FALSE,-1.2935295558012199,-0.5953261132331521
AA0714,0.1111111111,M,FALSE,7.42299668681666,-16.5730444119521,-16.9949929940658,-18.7830442276973,-13.5426300550581,-12.1775668869945,-16.0036014445957,-17.9380575292227,-12.65383902811,-15.9687599426579,-13.7718342297865,-15.4010246553867,-14.393252163235,-20.2637784642034,-17.2798559966292,-16.8883110419166,-13.5731036134692,-16.8124727413872,-20.2958776643761,-21.0642554889814,Hybrid,M_FALSE,-1.9241533005667824,2.513889659344657
AA0715,0.1764705882,M,FALSE,8.24158339224151,-17.8151586562987,-14.025649565911,-18.3256322255579,-11.3289402400142,-13.0248869948815,-15.0185301881469,-17.5702377226227,-14.9055388874502,-13.677385377933,-12.8934710889614,-13.2850598476965,-12.2291625928304,-19.9863297106026,-14.2354639024046,-14.8966683059002,-13.2867864814321,-14.4623513839226,-18.2753628043036,-14.201269310537,Hybrid,M_FALSE,-1.3246358454755218,3.6427102788259536
AA0716,0.8260869565,F,TRUE,13.9673169296404,-14.5434567497653,-23.0057838411543,-17.6317631523185,-15.6019384907039,-15.5275386266604,-21.1866056103362,-16.3219686616259,-15.2538143396715,-20.4450641353791,-17.5439526696177,-19.275702419839,-18.2874560576556,-18.7389309956181,-15.3990579151071,-21.3558646827905,-19.78415143999,-20.6766085717806,-19.0330691124541,-23.9659942504461,Hybrid,F_TRUE,-0.6788400179524832,-1.8367522275996788
AA0717,0.8695652174,F,FALSE,7.1242099397594,-16.5107686704574,-15.7785163237216,-21.2882850094038,-13.7866762342064,-13.5970100158668,-14.8404443029995,-19.0657743522041,-13.8667550254681,-16.6838664860072,-15.1827284121462,-15.9509470361804,-15.1106344278952,-20.1635875683357,-18.0410845975869,-14.2483269268338,-14.5894708730671,-17.6761827707494,-21.7631555173113,-19.3751179206316,Hybrid,F_FALSE,-1.8626515151865817,2.6678016928644888
AA0719,0.875,M,TRUE,12.8599892163603,-13.3040696281298,-19.5224680916899,-24.074781636194,-16.0828536643346,-16.1535768329819,-17.3188949363486,-19.300220616477,-16.1759068629618,-20.5286644440404,-17.3033848722766,-19.9562850099675,-18.7631884717495,-20.6588874959701,-23.7947372465977,-16.2523695376122,-19.3429324246119,-19.0725158554276,-18.085006217095,-15.9920732478968,Hybrid,M_TRUE,-1.3310700905447383,-1.2858464519972768
AA0720,0.7826086957,F,FALSE,8.81281746903812,-12.1888110000976,-19.0571695007333,-14.4794531941197,-12.8951287481187,-13.6338323920772,-19.006363216168,-16.1112539656652,-12.1735007134674,-17.2795777268895,-14.9319053087757,-13.3128315450056,-16.2406715224253,-16.1292812560122,-13.286373138521,-19.7963957704754,-14.4632002109901,-16.707530964197,-14.0673664215626,-14.7951731451068,Hybrid,F_FALSE,-2.3200003768830753,2.3290826794403667
AA0721,0.7826086957,F,TRUE,11.7920440290366,-13.0783965692,-21.9748796571607,-17.0871888425374,-15.3121910070848,-16.7193463077428,-16.4070904608284,-21.3262632047502,-19.8257615804814,-20.1193990952402,-18.236177935361,-20.388830570157,-19.4513095632654,-23.5802341736662,-21.6401460797437,-19.9739522988465,-21.0589479822758,-19.115761319212,-20.0738376444623,-13.8927403221293,Hybrid,F_TRUE,-1.227035946296527,-1.3018174639021929
AA0722,0.8823529412,M,TRUE,13.6546070326253,-12.8299797849957,-22.0689664967258,-18.3521456091543,-15.1553781745029,-15.5822023913915,-20.3056005171514,-23.2857651967549,-16.3581818429242,-20.2540073269124,-17.2262456817499,-19.5606784336759,-18.3420354017035,-23.4077368755127,-18.8109477536889,-14.2752581662375,-20.9196197419993,-19.5808128576109,-21.1420056346824,-20.8638253476003,Hybrid,M_TRUE,-1.5465127353363115,-1.7993447758575196
AA0723,0.6875,M,FALSE,12.4780634291138,-9.83175254477935,-18.3785333898489,-21.2285563747247,-16.8521320906507,-25.8453823155289,-19.0897308436048,-24.878478612959,-25.3723502761647,-21.180683358198,-21.0852564147947,-19.7582325498709,-19.0040078068439,-20.3878920872343,-21.5806241980416,-14.3312471792337,-21.4852377093679,-23.813147674045,-19.6272773337724,-21.2796002409786,Hybrid,M_FALSE,-0.5924984418012536,-3.715565788086212
AA0725,0.6956521739,F,FALSE,11.4538416971079,-18.0994698606425,-19.9508362629149,-23.960110127408,-19.1167336784125,-18.0412893774942,-18.1298214616983,-23.872816100214,-13.0555449390456,-23.621856985382,-21.6613124920381,-22.3100235040431,-20.3995624735102,-21.3672505883367,-19.6711757202934,-24.0814093385977,-20.6679245411148,-21.5095847207133,-16.5723214433166,-22.540232394606,Hybrid,F_FALSE,-1.1260621121211019,-2.787956445594049
AA0726,0.6666666667,M,FALSE,9.24231994105551,-15.6705299364274,-16.2260263948636,-15.5893421558484,-17.0665993193337,-16.3732492197885,-13.9429956615437,-16.4285469331664,-17.0543155587247,-18.7558184531368,-17.5176394583121,-19.2998397081062,-18.6748763298389,-18.7173168843802,-15.1366094485955,-19.7111691749888,-18.8645953396531,-18.5464552241521,-20.8314212529876,-20.7699271792748,Hybrid,M_FALSE,-0.556720829244526,-0.9357943483209309
AA0727,0.652173913,F,FALSE,9.06874152005993,-12.921498268671,-20.1744348060674,-16.9218996455422,-16.6857334284696,-14.948673528965,-17.1097056822798,-16.5695643881007,-14.4776831917569,-18.6724847861345,-16.7424484987032,-18.3807612061969,-17.6532116183413,-17.1146757066097,-19.5831439811578,-18.663028292544,-16.341647523978,-17.9361147980792,-14.5051189789608,-17.3505969793285,Hybrid,F_FALSE,-0.08353238381704337,-0.18035913614866017
AA0728,0.5217391304,F,TRUE,10.1203129059312,-26.987102604823,-22.6901781634603,-17.7866347375357,-15.8951725998645,-19.3401955891667,-19.6170831459855,-19.3751179206316,-24.6474290585408,-21.8947414249694,-20.6387237238067,-20.7352228393808,-21.5518327381798,-18.9498004148879,-14.4747258508104,-18.0676755929862,-24.2172943658161,-24.1930110777585,-18.504000287008,-18.6805803329662,Hybrid,F_TRUE,-0.20538191304830195,-3.590217970987248
AA0729,0.5217391304,F,FALSE,8.35046281619517,-12.7317513142893,-17.1670164846202,-15.1765157327555,-16.4054001107747,-14.656218497993,-15.6426601250928,-17.4977316580226,-14.9549480221864,-18.112412494665602,-16.2215072859867,-18.218723455464,-17.0059522702937,-18.395674340704,-15.4710602832561,-14.7599530103599,-17.5081219619944,-17.5937110520888,-16.1243733148578,-16.1271470009825,Hybrid,F_FALSE,-0.9035363153053841,0.9855439563605778
AA0730,0.08695652174,F,FALSE,11.0653923027186,-11.7973726661627,-19.8616985429044,-20.0272940816233,-16.9723799119895,-14.4460873408669,-17.2700674493165,-15.8478877678658,-11.96019708259,-18.8660783910696,-16.1245136511412,-17.8304486545811,-16.5038839364659,-24.0517830679861,-15.5500809740473,-24.8200148423567,-17.4260441031823,-19.2940036477112,-24.3052748159091,-16.3516264069519,M.m.domesticus,F_FALSE,-0.786234145938292,-0.47369914123009116
AA0731,0.9333333333,M,TRUE,12.0424642484622,-19.7777624151652,-18.8246507809285,-20.2131396949374,-19.7295232283328,-14.0369455319228,-24.7708364941442,-24.294882726546,-17.0149637694263,-21.7999980914898,-17.9663439262529,-21.5436578695789,-22.8609026684737,-20.4666173171318,-18.1920599281506,-17.3968311913948,-20.3079441800104,-19.6112607074516,-24.6600324440931,-24.4518528636141,M.m.musculus,M_TRUE,-1.1780302930665643,-3.346519362559542
AA0732,0.8823529412,M,TRUE,11.802630360753,-23.5568143252063,-26.8804364835204,-20.2131396949374,-17.018326016624,-17.2394306842122,-24.9992866671455,-28.1791273860508,-16.2318371651011,-21.1306457923529,-20.957969357834,-22.4223409074077,-27.4937821244559,-23.1011928945189,-14.107911189616,-16.6593451687115,-22.9117937903379,-17.0128237630407,-22.5169655107392,-28.1791273860508,Hybrid,M_TRUE,-0.9241762276697383,-3.738965551451984
AA0733,0.9047619048,F,FALSE,10.0192177409981,-13.0452299869366,-20.0340590648143,-24.2034305027761,-14.0313789319573,-16.2288080609673,-22.4448289287025,-18.7992399805455,-14.8911366279557,-19.774043092084,-17.9127640754724,-20.265768260821,-18.695213669955,-24.5585684284365,-18.5888145430368,-19.0832371813978,-18.8937418761781,-18.5745204558415,-17.7134623428854,-18.9938842347626,M.m.musculus,F_FALSE,-1.3489554399165096,-1.2539535789215996
AA0734,0.9523809524,F,TRUE,12.7327074096764,-18.1787842103248,-22.2237085363358,-20.2131396949374,-24.6460909165893,-24.2143235380218,-27.1992049813792,-25.067586343147,-15.9225935832341,-22.177464049841,-26.4595830572859,-21.3525490182203,-19.7041272049489,-25.6862535470062,-28.9064727243877,-13.3734299509422,-27.2807012026984,-21.7999980914898,-27.2359542091294,-24.7177828853874,M.m.musculus,F_TRUE,-1.4126701911343587,-4.764347710106729
AA0735,0.8333333333,M,TRUE,13.269471071049,-14.0755880453955,-24.8987546907413,-18.04884348074,-15.2120543288905,-16.6558982979966,-19.7047754804261,-21.3837288030469,-20.3056005171514,-19.215339100066,-18.3891387239223,-19.6221623848524,-18.9278579063422,-28.2160654642466,-15.4983119408794,-14.7599530103599,-26.8854441101977,-23.911803293818,-27.2359542091294,-15.8963981090671,Hybrid,M_TRUE,-1.815685972644592,-1.778078918989089
AA0736,0.9444444444,M,TRUE,12.1612920578772,-17.4490937027362,-23.4917306840993,-18.5122719758367,-16.0094938278391,-17.0548101329889,-22.9567986306293,-18.3581475148805,-18.8384017155104,-18.2012786869173,-15.6494372692958,-17.8758328908139,-18.8146859333296,-22.1076837238014,-20.8499226381927,-9.99511300517077,-19.6640622636054,-20.8454772252716,-24.4972349329402,-23.7574710649002,M.m.musculus,M_TRUE,-1.6669231092971113,-1.8578696986267604
AA0737,0.8,F,TRUE,13.7586500974014,-17.2902564850547,-11.8225379467796,-11.9193962714619,-14.5987309302999,-16.2123563450737,-18.2371469722417,-15.9668578094699,-21.212926686684,-19.485027674555,-17.7279213141779,-17.4828149267274,-18.852882740517,-21.5067223288615,-11.9035277550992,-13.4652838916984,-12.3784861266531,-20.8020035456592,-16.3135013834387,-15.9668578094699,Hybrid,F_TRUE,-0.35180553001557285,1.1711649214391104
AA0738,1,F,TRUE,11.6483711415561,-18.9780162682818,-20.3700713104072,-24.2034305027761,-23.4081886818505,-17.563596203469,-21.689921746389,-26.2607845858414,-19.8504219487255,-21.6094803861389,-17.6808039277158,-24.0793209597221,-18.1155666363116,-18.4163049843695,-17.8424363528647,-13.539815690879,-21.6635984533743,-22.3238752823608,-23.6515661719458,-21.4361574064899,M.m.musculus,F_TRUE,-1.2714061774861785,-3.5766004877492286
AA0739,0.6470588235,M,FALSE,11.3247599872491,-14.4314507926345,-17.7019502090029,-20.459337975277,-15.5487494119422,-17.2537797832375,-17.7398447713098,-17.7481004893305,-17.6006634817813,-20.7144199390977,-14.7319916026447,-20.2944309379238,-19.8204951321039,-19.3335871328479,-17.0331956284633,-16.0140387828364,-19.0188822156637,-20.4873934271019,-15.6011180767266,-18.8670942541278,Hybrid,M_FALSE,-0.9241786784312738,-1.2689078390020478
AA0740,0.7222222222,M,TRUE,11.0789594611211,-8.91369956690099,-22.0689664967258,-16.3064617277366,-24.815196214578,-11.1258798028766,-20.0313985504165,-23.7574710649002,-12.7272289864257,-22.2717865195055,-19.8464900030197,-18.7794726094484,-17.5726666203952,-19.2358993234689,-16.3704033667996,-17.4224221960842,-18.5465326845691,-22.0470309558025,-28.0082096213708,-19.4068196674644,Hybrid,M_TRUE,-1.5728840292274826,-2.4491775600209023
AA0741,0.6666666667,F,TRUE,12.940858270791,-15.171589133695,-17.7746741144824,-24.5543823907182,-18.3836221164288,-20.2939993859991,-17.5422614865256,-18.1062962184754,-17.4131519344212,-28.9064727243877,-16.0871985722764,-21.6786631219907,-15.3234364782716,-19.676338024927,-21.4491677396601,-15.7856664128645,-22.5204026640377,-22.3811263861056,-18.2753628043036,-21.2290121289215,Hybrid,F_TRUE,-1.2955605165219164,-1.3754278730261027
AA0742,0.8,F,TRUE,8.15947015771315,-14.0530516055362,-16.5021505685358,-18.5480173425624,-14.8492706540024,-12.410947521908,-15.5577102750409,-20.4367112665615,-13.2667586917142,-17.1438375633621,-13.4818295505414,-15.9726016689872,-15.0282472518713,-20.353003012277,-19.9086183360361,-18.752326635134,-17.0157672816698,-15.6505030551556,-21.2721561537571,-17.7259552535903,Hybrid,F_TRUE,-1.9812046559866763,2.455478429172704
AA0743,0.8235294118,M,TRUE,11.3016281805077,-18.8266361764438,-20.3700713104072,-18.7558184531368,-16.6104662622848,-20.7535119935333,-26.4768953647508,-22.8745776137033,-21.7469592801149,-22.0470309558025,-22.2813612069287,-21.7815291662998,-21.2583314203456,-18.7844753597962,-16.8591114999632,-12.3263052742696,-19.9211166757954,-20.6286525895314,-18.0340050636499,-28.9064727243877,Hybrid,M_TRUE,-0.4939400983288737,-3.8054786817655595
AA0744,0.9444444444,M,TRUE,8.52819397542122,-12.7733286131206,-22.2834210202463,-17.2522448393158,-14.5539097937066,-14.7003495505138,-18.9713970056648,-18.5192457030693,-14.1694158653207,-18.8890735548539,-15.935051034055,-17.919920418356,-17.0242585613171,-17.8411859654264,-19.7965830100055,-13.7704548328461,-16.8564679657015,-17.907228871356,-16.4508834823453,-19.7580598973882,M.m.musculus,M_TRUE,-0.3618893357858585,-0.23914515425363037
AA0746,0.9130434783,F,TRUE,8.40427154544565,-11.8764346922773,-17.3569138184426,-24.7048260556098,-13.9711745347855,-14.0891481824971,-20.6256027253391,-18.9938842347626,-12.2268417754167,-17.8192331189643,-15.8022469515037,-17.5480132584226,-16.7065289373294,-26.0916825349244,-16.8818731703124,-10.7710009892757,-16.4839810463372,-15.22273951065,-28.9064727243877,-21.9586831332043,M.m.musculus,F_TRUE,-1.8769836996363913,2.4312323307239456
AA0747,0.9411764706,M,FALSE,8.13180032377118,-12.1147889322991,-18.3357750328453,-18.6753199226228,-13.6520660217872,-13.6862553412281,-15.3821475185405,-17.4159119756365,-12.9017630599063,-16.8958144693403,-14.4822673705382,-17.1759379009863,-16.1636210348007,-20.0187848170521,-15.8293214291968,-14.2483269268338,-17.1388257664949,-16.4148520114528,-20.7155196412873,-17.0464023704971,M.m.musculus,M_FALSE,-1.901668647981275,1.913773693279242
AA0749,1,M,FALSE,11.1627798160357,-13.2725817964613,-18.6825665753829,-15.2155533584826,-15.4313028538647,-16.2495460359192,-17.8236553796372,-18.5793523028826,-16.3756334760169,-20.0113849868668,-17.0681020121978,-19.1439188580065,-18.5736311969909,-17.6153948489935,-14.3167610991719,-18.5063549703938,-17.7910182195515,-19.1611631204618,-17.2873263119161,-17.2941106921469,M.m.musculus,M_FALSE,-0.5243410982517134,-0.5705513994728569
